ts_code,prev_5d,prev_10d,high20,high60
000546.SZ,14.378029079159926,11.145996860282569,7.08,7.08
000570.SZ,19.928825622775804,18.24561403508771,6.74,6.74
001230.SZ,10.438247011952173,8.196721311475397,27.72,28.2
000070.SZ,-0.5268199233716464,12.574525745257459,21.73,21.73
000815.SZ,10.552513688402199,7.294685990338179,22.62,22.62
000967.SZ,37.57894736842105,43.31140350877194,13.07,13.07
000571.SZ,1.7889087656529634,-1.043478260869557,7.01,7.95
000782.SZ,6.998158379373853,6.41025641025641,5.81,6.8
000593.SZ,8.59004739336493,16.751592356687883,19.02,19.02
000657.SZ,5.595116988809767,6.200122774708405,53.46,71.5
000762.SZ,20.48701298701299,30.577058409570725,37.11,37.11
001203.SZ,21.471589421314484,17.20565942395149,46.39,46.39
001268.SZ,6.998975759644943,5.699831365935926,33.66,39.39
002008.SZ,13.501833420639088,35.21060842433699,86.67,86.67
002062.SZ,10.123119015047898,6.905710491367878,8.16,10.99
002209.SZ,6.865284974093266,3.31872260488415,16.81,17.76
002213.SZ,17.932943709627835,30.897917377944715,38.34,38.34
002237.SZ,9.048877146631451,8.905013192612143,16.51,23.56
002263.SZ,16.179775280898866,20.232558139534884,5.18,5.18
002333.SZ,17.24770642201834,14.10714285714285,6.39,6.5
002491.SZ,-3.2218091697645668,30.6020066889632,16.66,16.66
002421.SZ,5.8394160583941535,11.111111111111116,2.9,3.23
002613.SZ,12.398921832884092,10.026385224274414,4.17,4.28
002595.SZ,10.037082818294184,10.570115513600786,89.66,101.5
002726.SZ,16.774193548387096,10.030395136778125,3.91,4.36
002757.SZ,12.598814229249022,10.73858114674442,22.79,27.51
002771.SZ,11.13127646702965,9.475566150178793,18.37,18.37
002802.SZ,13.165905631659047,13.946360153256698,14.87,14.87
002850.SZ,12.645882417401788,15.1377688172043,205.59,205.59
002859.SZ,7.995337995338003,14.67821782178218,46.33,46.33
002929.SZ,21.718866517524237,30.9991974317817,65.29,65.29
002875.SZ,10.999471179270227,9.37988535695673,20.99,20.99
003041.SZ,10.524308865586264,9.812464481909444,57.97,74.0
600156.SH,13.63022941970311,11.968085106382986,8.84,9.03
600284.SH,6.534090909090917,3.5911602209944826,7.52,9.03
002940.SZ,14.029468289557979,2.064220183486243,38.0,38.0
600507.SH,10.401459854014593,4.671280276816603,6.34,7.39
600666.SH,4.4207317073170715,9.250398724082931,7.15,7.15
600549.SH,5.977050864874123,10.499999999999998,61.88,81.56
600749.SH,25.741324921135657,22.26993865030673,19.93,19.93
600719.SH,10.06006006006006,7.163742690058483,7.77,7.77
600768.SH,4.597014925373122,0.28620492272466436,18.07,19.58
600847.SH,14.207650273224036,13.4108527131783,15.36,15.6
600875.SH,9.736361263377692,9.822361546499469,42.04,45.38
600961.SH,11.24653739612187,13.190529875986478,20.08,27.48
601778.SH,31.10236220472442,33.734939759036145,6.66,6.66
603032.SH,25.070581592320718,23.812185578535484,22.15,22.15
603052.SH,14.352550558406275,17.929961089494164,75.77,75.77
603220.SH,18.259259259259263,21.406844106463872,31.93,31.93
603315.SH,10.935441370223975,18.84262526464362,16.84,17.95
603322.SH,15.147665925690701,15.661881977671444,36.26,42.3
603826.SH,28.954322385805952,19.27374301675977,34.16,34.16
603906.SH,13.708579210167947,14.488117001828172,25.05,25.05
603878.SH,9.97340425531914,8.815789473684198,8.49,9.78
603897.SH,38.706140350877206,55.453149001536104,50.6,50.6
603933.SH,11.88340807174888,14.031078610603288,24.95,27.6
603985.SH,20.82717872968982,19.94134897360702,24.54,24.54
605060.SH,9.85836749906821,12.93103448275863,60.18,74.0
603920.SH,3.118430273300632,13.827112744150071,58.86,72.68
605166.SH,3.727865796831309,8.058252427184476,11.13,12.22
605287.SH,8.248847926267278,4.214729370008863,46.98,67.94
605336.SH,2.622950819672143,-0.5085823267641398,16.1,19.3
002468.SZ,16.172680412371143,19.009900990099005,18.03,18.03
002033.SZ,21.040974529346634,17.653390742734132,10.93,10.93
600683.SH,20.176405733186332,13.305613305613328,11.47,11.47
603687.SH,9.251101321585908,21.049420378279436,19.84,19.84
002990.SZ,39.182692307692314,51.07632093933463,46.32,46.32
605388.SH,22.865853658536594,18.181818181818187,8.06,8.06
